config_label,n,g,steps,ansatz_d,drop_rate,init_seed,seed,target_depth,final_cost,elapsed_s,last10_std
critical,8,1.0,12,6,0.5,5,5500,48,0.015267026394037764,4.417000042041764,8.186554404215116e-05
critical,8,1.0,12,6,0.7,5,5700,48,0.01388433415284518,4.645196583122015,0.00020475551385590549
underparam,8,0.5,8,2,0.0,1,1000,32,0.08734878490283648,0.7289890840183944,1.685348628794999e-15
underparam,8,0.5,8,2,0.05,1,1050,32,0.08734878490284137,0.6906622499227524,1.868344054397631e-15
underparam,8,0.5,8,2,0.1,1,1100,32,0.08734878490283537,0.6274826670996845,1.1408858372399359e-15
underparam,8,0.5,8,2,0.15,1,1150,32,0.08734878490283426,0.6708887498825788,1.3025174424976872e-15
underparam,8,0.5,8,2,0.2,1,1200,32,0.0873487849028316,0.6127335419878364,1.3405684427535276e-15
underparam,8,0.5,8,2,0.25,1,1250,32,0.08734878490283382,0.6301748331170529,1.2362920382602608e-15
underparam,8,0.5,8,2,0.3,1,1300,32,0.08734878490283449,0.6137022499460727,1.1642132354779176e-15
underparam,8,0.5,8,2,0.4,1,1400,32,0.08734878490283626,0.5791104170493782,1.1057732150366856e-15
underparam,8,0.5,8,2,0.5,1,1500,32,0.08734878490283626,0.5375752919353545,2.189596530495929e-15
underparam,8,0.5,8,2,0.7,1,1700,32,0.08734878490283515,0.5340117500163615,1.4164048518941523e-15
underparam,8,0.5,8,2,0.0,2,2000,32,0.08734878490283604,0.599841124843806,7.993653963919111e-16
underparam,8,0.5,8,2,0.05,2,2050,32,0.08734878490283782,0.5833064999897033,1.9184705264667954e-15
underparam,8,0.5,8,2,0.1,2,2100,32,0.08734878490283449,0.5825160001404583,1.4967951715938904e-15
underparam,8,0.5,8,2,0.15,2,2150,32,0.0873487849028387,0.5605901249218732,1.774143688293298e-15
underparam,8,0.5,8,2,0.2,2,2200,32,0.08734878490283737,0.6109229999128729,1.060248456702457e-15
underparam,8,0.5,8,2,0.25,2,2250,32,0.0873487849028316,0.6517911669798195,1.608722357049156e-15
underparam,8,0.5,8,2,0.3,2,2300,32,0.08734878490283582,0.5722090830095112,1.4426092261267288e-15
underparam,8,0.5,8,2,0.4,2,2400,32,0.08734878490283782,0.5575507909525186,1.723395521357828e-15
underparam,8,0.5,8,2,0.5,2,2500,32,0.08734878490283893,0.5327314159367234,1.5808987223198164e-15
underparam,8,0.5,8,2,0.7,2,2700,32,0.08734878490283426,0.5132152501028031,1.4934975809794676e-15
underparam,8,0.5,8,2,0.0,3,3000,32,0.08734878490283338,0.5597723750397563,1.3839988748152107e-15
underparam,8,0.5,8,2,0.05,3,3050,32,0.08734878490283338,0.5513808748219162,1.6360728816000697e-15
underparam,8,0.5,8,2,0.1,3,3100,32,0.08734878490283338,0.5628325000870973,1.6933744695719713e-15
underparam,8,0.5,8,2,0.15,3,3150,32,0.08734878490283826,0.5547622919548303,1.9061029147156857e-15
underparam,8,0.5,8,2,0.2,3,3200,32,0.0873487849028356,0.6480850828811526,1.722959633212455e-15
underparam,8,0.5,8,2,0.25,3,3250,32,0.08734878490283382,0.5611610000487417,1.89779953377581e-15
underparam,8,0.5,8,2,0.3,3,3300,32,0.08734878490283426,0.5367642089258879,1.312885669671083e-15
underparam,8,0.5,8,2,0.4,3,3400,32,0.0873487849028356,0.4839248328935355,1.1529259859232867e-15
underparam,8,0.5,8,2,0.5,3,3500,32,0.08734878490283471,0.5183734169695526,1.0100131548366244e-15
underparam,8,0.5,8,2,0.7,3,3700,32,0.08734878490283449,0.5134243329521269,1.1367763518322095e-15
underparam,8,0.5,8,2,0.0,4,4000,32,0.08734878490283471,0.5976261249743402,1.4507964425176684e-15
underparam,8,0.5,8,2,0.05,4,4050,32,0.08734878490283449,0.6445764999371022,9.090321787146962e-16
underparam,8,0.5,8,2,0.1,4,4100,32,0.08734878490283737,0.5270037078298628,1.674790843958006e-15
underparam,8,0.5,8,2,0.15,4,4150,32,0.08734878490283426,0.5224237919319421,1.6622322748086994e-15
underparam,8,0.5,8,2,0.2,4,4200,32,0.08734878490283404,0.4865985410287976,1.5183720556004001e-15
underparam,8,0.5,8,2,0.25,4,4250,32,0.0873487849028336,0.4959866658318788,9.902946670976172e-16
underparam,8,0.5,8,2,0.3,4,4300,32,0.08734878490283138,0.5129483339842409,1.012926413207226e-15
underparam,8,0.5,8,2,0.4,4,4400,32,0.08734878490283471,0.5067588749807328,1.275745413005227e-15
underparam,8,0.5,8,2,0.5,4,4500,32,0.0873487849028316,0.4997216248884797,1.6711069443220837e-15
underparam,8,0.5,8,2,0.7,4,4700,32,0.08734878490283737,0.48156816605478525,1.8616109634207057e-15
underparam,8,0.5,8,2,0.0,5,5000,32,0.08734878490283204,0.5636584581807256,1.6974525829014652e-15
underparam,8,0.5,8,2,0.05,5,5050,32,0.0873487849028367,0.597645458066836,1.588979432998671e-15
underparam,8,0.5,8,2,0.1,5,5100,32,0.08734878490283515,0.6455301668029279,1.4391874853509174e-15
underparam,8,0.5,8,2,0.15,5,5150,32,0.08734878490283338,0.5716979159042239,1.2049884247047457e-15
underparam,8,0.5,8,2,0.2,5,5200,32,0.08734878490283227,0.5566506672184914,1.2993048726346236e-15
underparam,8,0.5,8,2,0.25,5,5250,32,0.08734878490283626,0.5751193331088871,1.6999128822258794e-15
underparam,8,0.5,8,2,0.3,5,5300,32,0.08734878490283249,0.5536587499082088,2.1308257466277706e-15
underparam,8,0.5,8,2,0.4,5,5400,32,0.08734878490283338,0.6456944171804935,9.005818220352623e-16
underparam,8,0.5,8,2,0.5,5,5500,32,0.08734878490283426,0.6330212079919875,1.4016977891350484e-15
underparam,8,0.5,8,2,0.7,5,5700,32,0.0873487849028396,0.6968469580169767,2.087221131744985e-15
